author,category,comments,content,likes,misinformation_risk,sentiment,timestamp
Patricia K.,local-news,1,This is why I love living here - the neighborhood association! I hope we can continue this great work!,37,,positive,2025-07-17 15:14:28
Daniel P.,crime-safety,15,I'm tired of dealing with the maintenance issues.,19,,negative,2025-07-25 14:34:28
Michelle J.,neighborhood-watch,9,This is getting out of hand - the safety hazards. This has been going on for too long.,5,,negative,2025-08-11 22:31:28
Mike T.,general,3,What a great community we have! the local events,18,,positive,2025-08-12 21:29:28
Amanda F.,events,2,Amazing work on the neighborhood watch program - thank you!,26,,positive,2025-08-03 01:14:28
Mike T.,general,7,What a great community we have! the street lighting It's been such a positive experience for everyone involved.,25,,positive,2025-07-21 08:10:28
Lisa R.,general,6,Has anyone noticed the community guidelines?,10,,neutral,2025-07-28 20:09:28
Emma W.,local-news,10,I just wanted to share how wonderful the walking trails has been!,31,,positive,2025-07-20 14:06:28
Rachel S.,general,10,I'm so happy about the local events - great job everyone! It's been such a positive experience for everyone involved. I hope we can continue this great work!,15,,positive,2025-08-08 04:32:28
Tom B.,local-news,9,What a great community we have! the recycling program It's been such a positive experience for everyone involved.,17,,positive,2025-07-20 02:23:28
Rachel S.,general,8,Does anyone know about the city policies?,1,,neutral,2025-08-06 13:57:28
Mike T.,general,6,This the late night disturbances situation is unacceptable. Can we please find a solution? I'm at my wit's end with this.,3,,negative,2025-08-10 04:38:28
William R.,local-news,3,I'm so grateful for the community center in our neighborhood.,48,,positive,2025-08-05 08:30:28
Ashley T.,noise-complaints,9,I'm tired of dealing with the rule violations.,12,,negative,2025-08-09 19:52:28
Steven L.,events,4,Our community is the best because of the neighborhood cleanup day! I hope we can continue this great work!,33,,positive,2025-07-21 18:59:28
Emma W.,local-news,12,I'm so happy about the recycling program - great job everyone!,39,,positive,2025-07-22 04:46:28
Joseph C.,general,22,I'm tired of dealing with the communication problems.,7,,negative,2025-08-11 03:31:28
Amanda F.,events,0,Amazing work on the recycling program - thank you!,39,,positive,2025-07-19 16:48:28
Daniel P.,neighborhood-watch,1,URGENT: the new development plans - they don't want you to know this! Do your own research! Don't trust what they tell you!,4,high,negative,2025-07-24 04:04:28
Mike T.,general,10,I'm so grateful for the community center in our neighborhood. It's been such a positive experience for everyone involved.,29,,positive,2025-08-01 08:02:28
Elizabeth S.,recommendations,3,This is why I love living here - the street lighting!,21,,positive,2025-07-15 17:24:28
Steven L.,events,3,I'm looking for information on the neighborhood changes. Thanks in advance!,10,,neutral,2025-07-19 09:51:28
Nicole R.,general,9,What a great community we have! the community center It's been such a positive experience for everyone involved.,24,,positive,2025-07-24 14:26:28
Emma W.,events,11,I love how our neighborhood the local farmers market! It's been such a positive experience for everyone involved. I hope we can continue this great work!,41,,positive,2025-07-27 06:39:28
Christopher M.,local-news,15,Our community is the best because of the local events!,16,,positive,2025-07-29 04:49:28
Emma W.,local-news,2,URGENT: the environmental regulations - they don't want you to know this! Do your own research! Don't trust what they tell you!,1,high,negative,2025-07-25 01:40:28
Michael S.,local-news,3,Has anyone noticed the community meetings? Thanks in advance!,4,,neutral,2025-07-30 22:47:28
Daniel P.,crime-safety,2,Can we please address the property maintenance? Can we please find a solution?,13,,negative,2025-07-15 05:19:28
David K.,local-news,9,I'm wondering about the zoning changes. Any information would be helpful.,2,,neutral,2025-07-13 19:18:28
Michael S.,general,5,I noticed the new development plans - any thoughts?,0,,neutral,2025-08-08 13:50:28
Barbara M.,events,10,I'm looking for information on the community guidelines.,13,,neutral,2025-07-16 00:02:28
Daniel P.,general,14,I'm so grateful for the playground improvements in our neighborhood. It's been such a positive experience for everyone involved. I hope we can continue this great work!,27,,positive,2025-07-31 17:20:28
Michelle J.,general,1,Thank you to everyone who helped with the walking trails!,7,,positive,2025-07-17 14:11:28
Lisa R.,general,6,What's the deal with the zoning changes?,15,,neutral,2025-07-22 02:52:28
Robert C.,local-news,1,Has anyone noticed the zoning changes? Thanks in advance!,1,,neutral,2025-08-04 00:33:28
James W.,recommendations,9,This is why I love living here - the neighborhood cleanup day!,50,,positive,2025-07-29 06:18:28
Kevin B.,events,2,Has anyone noticed the emergency procedures?,15,,neutral,2025-07-29 02:16:28
Kevin B.,noise-complaints,21,This the security concerns is affecting our quality of life. This has been going on for too long.,5,,negative,2025-07-18 07:53:28
Maria L.,local-news,11,Thank you to everyone who helped with the recycling program!,10,,positive,2025-08-01 23:09:28
Richard D.,events,3,I'm looking for information on the zoning changes. Any information would be helpful. Thanks in advance!,3,,neutral,2025-07-31 06:44:28
Kevin B.,events,3,Amazing work on the neighborhood cleanup day - thank you! I hope we can continue this great work!,31,,positive,2025-07-24 19:00:28
Alex P.,local-news,5,I'm curious about the neighborhood history.,2,,neutral,2025-08-12 11:47:28
John D.,neighborhood-watch,21,I'm disappointed with the street maintenance.,12,,negative,2025-07-16 04:06:28
Alex P.,local-news,13,I just wanted to share how wonderful the neighborhood watch program has been!,35,,positive,2025-07-25 01:08:28
Robert C.,crime-safety,2,I'm really frustrated with the noise from construction. I'm at my wit's end with this.,6,,negative,2025-07-27 07:03:28
Patricia K.,crime-safety,20,This the maintenance issues is affecting our quality of life. This has been going on for too long. Can we please find a solution?,5,,negative,2025-08-02 12:21:28
Nicole R.,recommendations,4,Amazing work on the neighborhood cleanup day - thank you!,44,,positive,2025-07-29 06:20:28
Joseph C.,local-news,12,This is why I love living here - the walking trails! I hope we can continue this great work!,38,,positive,2025-07-17 16:31:28
Amanda F.,crime-safety,3,This is getting out of hand - the rule violations. This has been going on for too long.,20,,negative,2025-08-12 04:07:28
Richard D.,events,10,I'm so grateful for the neighborhood cleanup day in our neighborhood. It's been such a positive experience for everyone involved. I hope we can continue this great work!,19,,positive,2025-08-01 12:28:28
Daniel P.,local-news,4,I just wanted to share how wonderful the neighborhood association has been!,27,,positive,2025-07-28 13:34:28
Alex P.,classifieds,0,I'm looking for information on the upcoming elections. Thanks in advance!,7,,neutral,2025-07-16 22:57:28
James W.,classifieds,6,I'm wondering about the traffic patterns. Thanks in advance!,6,,neutral,2025-07-30 03:21:28
Emma W.,local-news,4,I love how our neighborhood the local businesses! It's been such a positive experience for everyone involved.,23,,positive,2025-07-19 00:11:28
Barbara M.,neighborhood-watch,22,I'm concerned about the noise from construction in our neighborhood. Can we please find a solution?,7,,negative,2025-07-31 19:59:28
James W.,events,6,I noticed the zoning changes - any thoughts? Any information would be helpful.,13,,neutral,2025-07-25 22:23:28
Alex P.,noise-complaints,10,I'm concerned about the street maintenance in our neighborhood. Can we please find a solution? I'm at my wit's end with this.,3,,negative,2025-07-29 20:59:28
Maria L.,general,10,What a great community we have! the new community garden It's been such a positive experience for everyone involved.,26,,positive,2025-08-01 11:55:28
John D.,general,19,BREAKING: the environmental regulations - this is a cover-up! Do your own research! Don't trust what they tell you!,5,high,negative,2025-07-25 06:50:28
Jennifer H.,recommendations,10,What a great community we have! the community center I hope we can continue this great work!,21,,positive,2025-08-03 14:27:28
Barbara M.,recommendations,11,Kudos to the neighborhood cleanup day - you're making our community better! I hope we can continue this great work!,7,,positive,2025-07-23 17:14:28
Linda H.,crime-safety,0,This the parking situation situation is unacceptable. This has been going on for too long.,0,,negative,2025-08-03 02:46:28
Mike T.,recommendations,14,I love how our neighborhood the neighborhood cleanup day! I hope we can continue this great work!,36,,positive,2025-08-12 20:15:28
Steven L.,neighborhood-watch,16,I'm tired of dealing with the communication problems.,20,,negative,2025-08-04 23:15:28
Sarah M.,recommendations,9,Amazing work on the walking trails - thank you! It's been such a positive experience for everyone involved.,14,,positive,2025-08-03 21:44:28
Emma W.,neighborhood-watch,21,I'm tired of dealing with the communication problems.,7,,negative,2025-07-28 00:06:28
Christopher M.,general,12,Something needs to be done about the neighbor disputes. This has been going on for too long.,11,,negative,2025-07-23 08:09:28
Linda H.,recommendations,14,Kudos to the community pool - you're making our community better!,20,,positive,2025-07-31 00:01:28
Emma W.,recommendations,15,I'm so happy about the neighborhood cleanup day - great job everyone!,48,,positive,2025-07-25 08:42:28
Elizabeth S.,recommendations,4,I'm so happy about the community newsletter - great job everyone!,43,,positive,2025-08-09 21:14:28
William R.,events,2,I'm looking for information on the neighborhood changes.,2,,neutral,2025-08-08 11:17:28
Lisa R.,recommendations,8,I'm so happy about the local events - great job everyone!,19,,positive,2025-08-09 02:30:28
Nicole R.,local-news,5,Does anyone know about the emergency procedures? Thanks in advance!,8,,neutral,2025-07-26 18:19:28
Mike T.,events,1,I'm curious about the zoning changes.,11,,neutral,2025-07-28 02:34:28
Linda H.,neighborhood-watch,7,Something needs to be done about the community conflicts.,6,,negative,2025-08-11 15:25:28
Barbara M.,local-news,14,BREAKING: the community association rules - this is a cover-up! This is just the beginning of what they're hiding! Share this with everyone you know!,9,high,negative,2025-08-05 22:49:28
Barbara M.,events,9,I'm trying to figure out the school district updates.,9,,neutral,2025-07-27 12:43:28
David K.,general,12,I'm tired of dealing with the maintenance issues.,17,,negative,2025-07-23 22:51:28
Amanda F.,local-news,3,I noticed the local news - any thoughts? Any information would be helpful. Thanks in advance!,6,,neutral,2025-08-06 20:28:28
Steven L.,local-news,2,Amazing work on the recycling program - thank you! It's been such a positive experience for everyone involved. I hope we can continue this great work!,17,,positive,2025-07-14 14:34:28
Patricia K.,recommendations,1,I'm so happy about the local farmers market - great job everyone!,43,,positive,2025-07-29 21:18:28
Linda H.,events,0,Kudos to the neighborhood association - you're making our community better!,13,,positive,2025-08-08 20:49:28
Emma W.,general,16,This is getting out of hand - the garbage collection schedule. This has been going on for too long.,6,,negative,2025-08-12 22:12:28
Steven L.,noise-complaints,1,This the security concerns is affecting our quality of life. I'm at my wit's end with this.,8,,negative,2025-08-04 01:11:28
Robert C.,general,0,What a great community we have! the local events,18,,positive,2025-08-12 11:09:28
Mike T.,events,4,Our community is the best because of the neighborhood association!,45,,positive,2025-07-24 19:40:28
Amanda F.,local-news,0,This is why I love living here - the neighborhood association!,28,,positive,2025-07-25 16:52:28
Maria L.,events,8,I'm so grateful for the playground improvements in our neighborhood.,29,,positive,2025-07-31 15:14:28
Richard D.,events,4,Thank you to everyone who helped with the walking trails! I hope we can continue this great work!,39,,positive,2025-08-03 02:55:28
Steven L.,local-news,0,Our community is the best because of the walking trails!,9,,positive,2025-08-02 12:22:28
Christopher M.,recommendations,11,I'm so grateful for the local events in our neighborhood.,15,,positive,2025-07-18 02:29:28
David K.,local-news,1,I just wanted to share how wonderful the community pool has been!,27,,positive,2025-07-15 04:16:28
Steven L.,noise-complaints,12,I'm really frustrated with the security concerns.,8,,negative,2025-07-30 14:54:28
David K.,crime-safety,22,I'm disappointed with the safety hazards. This has been going on for too long.,17,,negative,2025-07-27 14:01:28
James W.,general,4,I'm looking for information on the local events. Any information would be helpful.,12,,neutral,2025-08-05 05:10:28
Joseph C.,noise-complaints,1,I'm disappointed with the rule violations. This has been going on for too long. Can we please find a solution?,2,,negative,2025-08-02 19:19:28
Jessica L.,local-news,7,I just wanted to share how wonderful the playground improvements has been! It's been such a positive experience for everyone involved.,12,,positive,2025-07-15 14:34:28
Linda H.,events,9,Kudos to the walking trails - you're making our community better!,8,,positive,2025-08-02 06:46:28
Michelle J.,recommendations,1,Kudos to the walking trails - you're making our community better! It's been such a positive experience for everyone involved.,19,,positive,2025-07-17 12:13:28
Linda H.,crime-safety,1,I'm tired of dealing with the noise from construction.,7,,negative,2025-08-06 07:25:28
Michelle J.,local-news,1,Kudos to the walking trails - you're making our community better! I hope we can continue this great work!,22,,positive,2025-08-01 19:19:28
Michelle J.,recommendations,3,I'm so happy about the walking trails - great job everyone!,27,,positive,2025-07-31 09:02:28
Jessica L.,general,8,I'm curious about the zoning changes.,10,,neutral,2025-08-01 06:01:28
Emma W.,events,6,What a great community we have! the recycling program,46,,positive,2025-07-15 09:55:28
Amanda F.,local-news,11,I'm so grateful for the local farmers market in our neighborhood. It's been such a positive experience for everyone involved.,40,,positive,2025-08-04 05:24:28
Lisa R.,local-news,10,Has anyone noticed the school district updates?,12,,neutral,2025-08-03 18:02:28
Barbara M.,crime-safety,22,I'm concerned about the rule violations in our neighborhood. This has been going on for too long.,9,,negative,2025-07-27 14:42:28
John D.,classifieds,0,What do you think about the neighborhood history?,10,,neutral,2025-07-18 01:15:28
Nicole R.,classifieds,2,Does anyone know about the community meetings?,6,,neutral,2025-07-18 18:26:28
Nicole R.,crime-safety,17,Why is the maintenance issues still happening? This has been going on for too long. I'm at my wit's end with this.,8,,negative,2025-08-07 16:30:28
Jessica L.,local-news,9,Does anyone know about the city policies?,11,,neutral,2025-08-05 00:37:28
Tom B.,neighborhood-watch,22,Can we please address the noise complaints? I'm at my wit's end with this.,18,,negative,2025-08-08 05:49:28
David K.,events,12,What a great community we have! the local farmers market,23,,positive,2025-08-05 15:41:28
Mike T.,neighborhood-watch,17,This the neighbor disputes situation is unacceptable. This has been going on for too long.,13,,negative,2025-08-05 22:46:28
Nicole R.,classifieds,5,I noticed the weather alerts - any thoughts? Thanks in advance!,10,,neutral,2025-07-25 00:29:28
Jessica L.,local-news,0,I'm wondering about the upcoming elections.,14,,neutral,2025-07-13 00:27:28
Steven L.,events,3,I just wanted to share how wonderful the neighborhood watch program has been! It's been such a positive experience for everyone involved.,30,,positive,2025-08-10 05:08:28
Robert C.,neighborhood-watch,10,Why is the neighbor disputes still happening? Can we please find a solution?,8,,negative,2025-08-12 05:33:28
David K.,events,9,Can someone help me understand the community guidelines?,14,,neutral,2025-07-22 12:13:28
Maria L.,local-news,10,Does anyone know about the local events?,9,,neutral,2025-08-06 04:01:28
Michael S.,crime-safety,4,I'm concerned about the safety hazards in our neighborhood. Can we please find a solution?,1,,negative,2025-08-10 00:49:28
William R.,crime-safety,6,I'm really frustrated with the property maintenance. This has been going on for too long.,11,,negative,2025-07-13 12:15:28
Robert C.,general,8,Why is the property damage still happening?,14,,negative,2025-08-04 14:43:28
Robert C.,general,0,I'm really frustrated with the rule violations.,3,,negative,2025-08-02 13:55:28
Patricia K.,recommendations,8,Our community is the best because of the local farmers market!,20,,positive,2025-07-21 21:02:28
Michelle J.,recommendations,9,I just wanted to share how wonderful the street lighting has been!,26,,positive,2025-07-24 05:55:28
Michelle J.,crime-safety,22,EMERGENCY: the environmental regulations - they're lying to us! Do your own research! Don't trust what they tell you! This is just the beginning of what they're hiding!,8,high,negative,2025-08-12 18:39:28
Joseph C.,events,9,I just wanted to share how wonderful the walking trails has been!,45,,positive,2025-07-16 18:05:28
Kevin B.,events,1,I'm so happy about the community pool - great job everyone!,35,,positive,2025-08-05 19:55:28
Elizabeth S.,neighborhood-watch,11,This the community conflicts is affecting our quality of life. This has been going on for too long. Can we please find a solution?,19,,negative,2025-08-09 03:24:28
Emma W.,local-news,14,I just wanted to share how wonderful the walking trails has been!,13,,positive,2025-07-27 18:29:28
Richard D.,local-news,4,This is why I love living here - the holiday decorations!,17,,positive,2025-08-01 03:10:28
Tom B.,general,11,I love how our neighborhood the recycling program! It's been such a positive experience for everyone involved.,36,,positive,2025-07-20 22:27:28
Lisa R.,recommendations,4,What a great community we have! the neighborhood association,42,,positive,2025-07-25 22:39:28
Maria L.,local-news,2,This is why I love living here - the neighborhood cleanup day! It's been such a positive experience for everyone involved.,16,,positive,2025-07-27 14:40:28
Alex P.,general,7,This is why I love living here - the local farmers market! I hope we can continue this great work!,5,,positive,2025-07-19 08:16:28
Jessica L.,local-news,9,I'm curious about the community guidelines. Any information would be helpful.,10,,neutral,2025-07-21 17:01:28
Jennifer H.,local-news,7,ALERT: the utility company policies - this is a conspiracy!,3,high,negative,2025-07-15 15:07:28
Mike T.,general,22,I'm concerned about the noise complaints in our neighborhood. Can we please find a solution?,11,,negative,2025-07-13 22:04:28
Maria L.,recommendations,11,Our community is the best because of the neighborhood cleanup day! I hope we can continue this great work!,34,,positive,2025-07-16 17:19:28
William R.,recommendations,4,Kudos to the community pool - you're making our community better! It's been such a positive experience for everyone involved.,31,,positive,2025-07-15 17:44:28
Michelle J.,recommendations,14,Thank you to everyone who helped with the recycling program!,31,,positive,2025-07-16 16:45:28
Robert C.,recommendations,6,Kudos to the walking trails - you're making our community better!,49,,positive,2025-07-27 15:23:28
Elizabeth S.,local-news,5,Does anyone know about the city policies?,9,,neutral,2025-08-06 20:35:28
Robert C.,general,8,I just wanted to share how wonderful the community center has been!,42,,positive,2025-07-19 16:49:28
Richard D.,general,15,URGENT: the environmental regulations - they don't want you to know this! Do your own research! Don't trust what they tell you! This is just the beginning of what they're hiding!,1,high,negative,2025-08-02 17:57:28
Jessica L.,recommendations,10,I just wanted to share how wonderful the local events has been!,31,,positive,2025-08-03 05:15:28
Maria L.,local-news,9,WARNING: the city council meetings - the government is hiding something! Do your own research! Don't trust what they tell you! This is just the beginning of what they're hiding! Share this with everyone you know!,10,high,negative,2025-07-13 04:44:28
Mike T.,local-news,10,I love how our neighborhood the local events! I hope we can continue this great work!,35,,positive,2025-08-10 10:52:28
Nicole R.,general,19,This the property damage situation is unacceptable.,14,,negative,2025-07-15 01:36:28
Robert C.,crime-safety,12,I'm disappointed with the property maintenance. This has been going on for too long. Can we please find a solution?,5,,negative,2025-07-26 22:21:28
Maria L.,crime-safety,7,Can we please address the property damage?,14,,negative,2025-07-30 21:52:28
Jessica L.,events,0,What do you think about the upcoming elections?,6,,neutral,2025-07-24 21:43:28
Maria L.,general,5,I just wanted to share how wonderful the local farmers market has been!,47,,positive,2025-08-09 11:10:28
Joseph C.,general,11,Can we please address the neighbor disputes? I'm at my wit's end with this.,12,,negative,2025-08-07 07:33:28
Patricia K.,events,7,I'm looking for information on the community guidelines.,5,,neutral,2025-07-22 03:24:28
Michael S.,local-news,7,What do you think about the school district updates?,2,,neutral,2025-07-16 11:06:28
Jessica L.,events,0,I'm wondering about the community guidelines. Any information would be helpful.,0,,neutral,2025-07-27 03:12:28
Maria L.,general,10,I noticed the utility work - any thoughts?,11,,neutral,2025-08-12 11:05:28
Joseph C.,local-news,6,Kudos to the local events - you're making our community better! It's been such a positive experience for everyone involved. I hope we can continue this great work!,34,,positive,2025-07-29 03:41:28
Robert C.,crime-safety,14,I'm tired of dealing with the communication problems. Can we please find a solution?,13,,negative,2025-07-18 19:55:28
Nicole R.,local-news,15,What a great community we have! the neighborhood cleanup day It's been such a positive experience for everyone involved. I hope we can continue this great work!,15,,positive,2025-08-12 18:41:28
Barbara M.,events,15,Amazing work on the recycling program - thank you!,17,,positive,2025-07-18 07:37:28
Kevin B.,local-news,12,Kudos to the local events - you're making our community better! It's been such a positive experience for everyone involved.,47,,positive,2025-08-05 22:00:28
Nicole R.,events,13,Our community is the best because of the local events!,38,,positive,2025-08-08 05:44:28
Mike T.,events,0,I'm so happy about the neighborhood watch program - great job everyone!,34,,positive,2025-07-19 02:15:28
James W.,noise-complaints,5,I'm really frustrated with the noise complaints. This has been going on for too long. Can we please find a solution?,9,,negative,2025-07-22 17:55:28
Barbara M.,classifieds,5,I'm trying to figure out the local events.,10,,neutral,2025-08-02 04:53:28
Lisa R.,general,0,I'm so happy about the local farmers market - great job everyone!,22,,positive,2025-07-15 08:53:28
Joseph C.,general,5,This the communication problems situation is unacceptable.,6,,negative,2025-07-24 20:19:28
Emma W.,neighborhood-watch,8,This the maintenance issues situation is unacceptable. This has been going on for too long.,13,,negative,2025-07-31 10:44:28
Amanda F.,crime-safety,5,I'm really frustrated with the communication problems. This has been going on for too long. Can we please find a solution?,2,,negative,2025-07-22 06:48:28
Lisa R.,neighborhood-watch,13,This the rule violations is affecting our quality of life.,2,,negative,2025-07-21 05:38:28
Patricia K.,recommendations,15,Kudos to the holiday decorations - you're making our community better!,18,,positive,2025-08-02 08:34:28
Lisa R.,recommendations,13,I just wanted to share how wonderful the new community garden has been!,18,,positive,2025-08-05 09:12:28
Richard D.,classifieds,7,I noticed the local events - any thoughts? Any information would be helpful.,13,,neutral,2025-07-25 11:23:28
Lisa R.,general,10,I noticed the school district updates - any thoughts? Any information would be helpful.,15,,neutral,2025-08-07 03:55:28
David K.,events,3,I'm wondering about the traffic patterns.,5,,neutral,2025-08-05 02:37:28
Lisa R.,events,10,I love how our neighborhood the local farmers market!,9,,positive,2025-07-25 18:49:28
Nicole R.,classifieds,2,Does anyone know about the community guidelines?,10,,neutral,2025-08-01 10:01:28
Steven L.,events,10,I'm curious about the traffic patterns.,8,,neutral,2025-07-17 15:57:28
Sarah M.,local-news,13,Thank you to everyone who helped with the local businesses!,29,,positive,2025-07-14 19:05:28
Jennifer H.,recommendations,4,I love how our neighborhood the community pool! It's been such a positive experience for everyone involved.,6,,positive,2025-07-27 00:09:28
Elizabeth S.,local-news,0,I'm so grateful for the street lighting in our neighborhood. It's been such a positive experience for everyone involved.,25,,positive,2025-07-16 21:09:28
Steven L.,general,24,I'm tired of dealing with the maintenance issues.,14,,negative,2025-07-14 07:44:28
Mike T.,general,5,This is why I love living here - the community pool!,42,,positive,2025-08-04 19:37:28
Michael S.,recommendations,1,I just wanted to share how wonderful the neighborhood association has been!,37,,positive,2025-08-02 14:16:28
Rachel S.,recommendations,4,I'm so happy about the walking trails - great job everyone!,32,,positive,2025-07-15 17:54:28
David K.,recommendations,6,Our community is the best because of the walking trails! It's been such a positive experience for everyone involved.,9,,positive,2025-08-12 14:04:28
David K.,neighborhood-watch,19,Something needs to be done about the property maintenance.,4,,negative,2025-08-09 04:11:28
Jennifer H.,neighborhood-watch,8,This the garbage collection schedule situation is unacceptable.,18,,negative,2025-07-14 13:42:28
Sarah M.,neighborhood-watch,2,I'm really frustrated with the garbage collection schedule.,0,,negative,2025-08-12 11:51:28
Lisa R.,local-news,8,I noticed the new development plans - any thoughts? Any information would be helpful. Thanks in advance!,4,,neutral,2025-08-12 15:19:28
Linda H.,recommendations,5,This is why I love living here - the street lighting! I hope we can continue this great work!,28,,positive,2025-07-16 02:34:28
Jennifer H.,classifieds,1,Does anyone know about the community guidelines? Thanks in advance!,9,,neutral,2025-07-26 17:36:28
Michael S.,local-news,5,What's the deal with the school district updates? Thanks in advance!,4,,neutral,2025-07-25 08:29:28
Jessica L.,general,2,This the noise complaints situation is unacceptable. This has been going on for too long. I'm at my wit's end with this.,15,,negative,2025-07-19 03:00:28
Barbara M.,classifieds,3,I noticed the new development plans - any thoughts? Thanks in advance!,7,,neutral,2025-07-26 06:20:28
Sarah M.,general,13,I'm so grateful for the neighborhood cleanup day in our neighborhood. It's been such a positive experience for everyone involved.,26,,positive,2025-07-25 15:45:28
James W.,local-news,3,Amazing work on the neighborhood cleanup day - thank you! It's been such a positive experience for everyone involved.,44,,positive,2025-07-30 06:25:28
David K.,events,9,I'm so happy about the neighborhood watch program - great job everyone!,25,,positive,2025-07-20 04:22:28
Barbara M.,events,6,I noticed the school district updates - any thoughts? Any information would be helpful.,3,,neutral,2025-07-24 22:58:28
Richard D.,events,3,I'm looking for information on the local events. Thanks in advance!,5,,neutral,2025-07-15 06:00:28
Robert C.,crime-safety,20,This the parking situation is affecting our quality of life. I'm at my wit's end with this.,1,,negative,2025-07-20 08:29:28
Ashley T.,noise-complaints,17,Why is the rule violations still happening? Can we please find a solution?,14,,negative,2025-07-25 05:53:28
Michael S.,events,15,This is why I love living here - the playground improvements!,18,,positive,2025-08-06 04:14:28
Daniel P.,events,14,Thank you to everyone who helped with the recycling program!,24,,positive,2025-07-18 05:58:28
Alex P.,general,9,Can someone help me understand the city policies?,3,,neutral,2025-08-04 06:05:28
Tom B.,local-news,8,What's the deal with the weather alerts?,10,,neutral,2025-08-10 03:16:28
Ashley T.,recommendations,13,I just wanted to share how wonderful the neighborhood cleanup day has been!,25,,positive,2025-07-13 06:20:28
James W.,crime-safety,25,This is getting out of hand - the rule violations. Can we please find a solution?,5,,negative,2025-08-10 03:41:28
Alex P.,general,9,This is why I love living here - the neighborhood cleanup day!,26,,positive,2025-08-12 11:22:28
Elizabeth S.,local-news,3,I'm so grateful for the walking trails in our neighborhood. I hope we can continue this great work!,41,,positive,2025-07-21 02:30:28
Amanda F.,local-news,0,I'm wondering about the neighborhood history.,14,,neutral,2025-07-15 21:47:28
Elizabeth S.,recommendations,14,Kudos to the community center - you're making our community better! I hope we can continue this great work!,39,,positive,2025-07-25 08:05:28
Joseph C.,general,15,What a great community we have! the recycling program,21,,positive,2025-08-10 03:57:28
Emma W.,general,6,I'm concerned about the security concerns in our neighborhood.,17,,negative,2025-07-28 15:29:28
Elizabeth S.,noise-complaints,16,This the security concerns is affecting our quality of life.,11,,negative,2025-08-01 23:21:28
Robert C.,neighborhood-watch,18,Can we please address the maintenance issues?,15,,negative,2025-08-08 23:23:28
John D.,events,3,Kudos to the neighborhood association - you're making our community better!,15,,positive,2025-08-11 09:13:28
Amanda F.,classifieds,2,What's the deal with the emergency procedures?,8,,neutral,2025-07-27 18:14:28
Michelle J.,events,3,What's the deal with the traffic patterns? Any information would be helpful.,13,,neutral,2025-08-01 23:43:28
Linda H.,classifieds,3,What do you think about the local news?,15,,neutral,2025-08-09 12:07:28
William R.,local-news,14,Thank you to everyone who helped with the local businesses!,27,,positive,2025-07-30 03:15:28
Lisa R.,noise-complaints,8,This is getting out of hand - the garbage collection schedule. Can we please find a solution?,19,,negative,2025-08-10 16:26:28
Robert C.,classifieds,9,What do you think about the neighborhood changes?,7,,neutral,2025-08-05 09:28:28
Lisa R.,events,0,Our community is the best because of the community pool! I hope we can continue this great work!,21,,positive,2025-08-09 10:45:28
Christopher M.,events,2,I'm looking for information on the emergency procedures. Any information would be helpful. Thanks in advance!,13,,neutral,2025-07-29 20:01:28
Steven L.,local-news,6,I'm so grateful for the local businesses in our neighborhood.,8,,positive,2025-08-06 10:31:28
Emma W.,classifieds,6,Has anyone noticed the neighborhood history?,11,,neutral,2025-07-26 09:27:28
Christopher M.,general,9,I'm so grateful for the community newsletter in our neighborhood. It's been such a positive experience for everyone involved.,8,,positive,2025-08-06 02:41:28
Linda H.,recommendations,6,I'm so grateful for the neighborhood association in our neighborhood.,48,,positive,2025-08-05 12:29:28
Robert C.,general,16,This is getting out of hand - the property maintenance.,8,,negative,2025-07-26 02:57:28
Alex P.,events,0,What a great community we have! the neighborhood association,38,,positive,2025-07-26 13:24:28
Jessica L.,classifieds,9,I'm trying to figure out the neighborhood history.,11,,neutral,2025-07-30 11:00:28
Tom B.,general,13,I'm disappointed with the safety hazards.,12,,negative,2025-07-27 07:46:28
Barbara M.,local-news,15,Kudos to the walking trails - you're making our community better!,16,,positive,2025-07-22 15:28:28
Robert C.,events,9,What do you think about the weather alerts?,6,,neutral,2025-07-30 00:42:28
Elizabeth S.,general,5,I'm curious about the utility work.,2,,neutral,2025-08-09 18:25:28
Jennifer H.,local-news,10,Can someone help me understand the neighborhood history? Any information would be helpful.,9,,neutral,2025-07-15 12:18:28
Steven L.,general,16,I'm concerned about the security concerns in our neighborhood.,13,,negative,2025-07-17 10:12:28
Jennifer H.,local-news,5,Does anyone know about the emergency procedures? Any information would be helpful.,10,,neutral,2025-08-12 10:51:28
Daniel P.,crime-safety,11,This is getting out of hand - the neighbor disputes. I'm at my wit's end with this.,6,,negative,2025-07-26 14:21:28
Alex P.,local-news,2,Amazing work on the recycling program - thank you!,42,,positive,2025-07-18 07:37:28
Michael S.,noise-complaints,16,This the rule violations situation is unacceptable.,15,,negative,2025-08-01 13:28:28
Daniel P.,local-news,8,I love how our neighborhood the neighborhood association! I hope we can continue this great work!,33,,positive,2025-08-07 16:13:28
Mike T.,local-news,13,I just wanted to share how wonderful the neighborhood cleanup day has been! I hope we can continue this great work!,33,,positive,2025-07-22 05:23:28
John D.,classifieds,0,I'm trying to figure out the new development plans.,9,,neutral,2025-07-25 06:24:28
James W.,neighborhood-watch,20,Something needs to be done about the parking situation.,17,,negative,2025-07-20 10:02:28
Nicole R.,recommendations,2,Thank you to everyone who helped with the playground improvements! It's been such a positive experience for everyone involved.,35,,positive,2025-08-04 22:17:28
